UF;IBGE;NOME_MUNICIPIO;ENTIDADE;Adesão;;;;;
PB;250870;MÃE D'ÁGUA;;Não;;;;;
BA;291995;MAETINGA;SECRETARIA MUNICIPAL DE SAUDE DE MAETINGA/BA;Sim;;;;;
BA;291995;MAETINGA;;Não;;;;;
MA;210630;MAGALHAES DE ALMEIDA;SECRETARIA MUNICIPAL DE SAUDE DE MAGALHAES DE ALMEIDA/MA;Sim;;;;;
MA;210630;MAGALHÃES DE ALMEIDA;;Não;;;;;
BA;292000;MAIQUINIQUE;SECRETARIA MUNICIPAL DE SAUDE DE MAIQUINIQUE/BA;Sim;;;;;
BA;292000;MAIQUINIQUE;;Não;;;;;
BA;292010;MAIRI;SECRETARIA MUNICIPAL DE SAUDE DE MAIRI/BA;Sim;;;;;
BA;292010;MAIRI;;Não;;;;;
AL;270440;MAJOR ISIDORO;;Não;;;;;
RN;240725;MAJOR SALES;;Não;;;;;
BA;292020;MALHADA;;Não;;;;;
BA;292030;MALHADA DE PEDRAS;SECRETARIA MUNICIPAL DE SAUDE DE MALHADA DE PEDRAS/BA;Sim;;;;;
BA;292030;MALHADA DE PEDRAS;;Não;;;;;
PB;250880;MALTA;;Não;;;;;
PB;250890;MAMANGUAPE;SECRETARIA MUNICIPAL DE SAUDE DE MAMANGUAPE/PB;Sim;;;;;
PB;250890;MAMANGUAPE;;Não;;;;;
PB;250900;MANAIRA;SECRETARIA MUNICIPAL DE SAUDE DE MANAIRA/PB ;Sim;;;;;
PB;250900;MANAÍRA;;Não;;;;;
PE;260915;MANARI;SECRETARIA MUNICIPAL DE SAUDE DE MANARI/PE;Sim;;;;;
PE;260915;MANARI;;Não;;;;;
PI;220590;MANOEL EMIDIO;SECRETARIA MUNICIPAL DE SAUDE DE MANOEL EMIDIO/PI;Sim;;;;;
PI;220590;MANOEL EMÍDIO;;Não;;;;;
BA;292040;MANOEL VITORINO;SECRETARIA MUNICIPAL DE SAUDE DE MANOEL VITORINO/BA;Sim;;;;;
BA;292040;MANOEL VITORINO;;Não;;;;;
BA;292045;MANSIDÃO;;Não;;;;;
AL;270490;MAR VERMELHO;SECRETARIA MUNICIPAL DE SAUDE DE MAR VERMELHO/AL;Sim;;;;;
AL;270490;MAR VERMELHO;;Não;;;;;
MA;210632;MARACAÇUMÉ;;Não;;;;;
CE;230765;MARACANAÚ;;Não;;;;;
BA;292050;MARACAS;SECRETARIA MUNICIPAL DE SAUDE DE MARACAS/BA;Sim;;;;;
BA;292050;MARACÁS;;Não;;;;;
AL;270450;MARAGOGI;SECRETARIA MUNICIPAL DE SAUDE DE MARAGOGI/AL;Sim;;;;;
AL;270450;MARAGOGI;;Não;;;;;
BA;292060;MARAGOGIPE;SECRETARIA MUNICIPAL DE SAUDE DE MARAGOGIPE/BA;Sim;;;;;
BA;292060;MARAGOGIPE;;Não;;;;;
PE;260920;MARAIAL;;Não;;;;;
MA;210635;MARAJÁ DO SENA;;Não;;;;;
CE;230770;MARANGUAPE;;Não;;;;;
MA;210637;MARANHÃOZINHO;;Não;;;;;
BA;292070;MARAÚ;;Não;;;;;
AL;270460;MARAVILHA;SECRETARIA MUNICIPAL DE SAUDE DE MARAVILHA/AL;Sim;;;;;
AL;270460;MARAVILHA;;Não;;;;;
PB;250905;MARCACAO;SECRETARIA MUNICIPAL DE SAUDE DE MARCACAO/PB;Sim;;;;;
PB;250905;MARCAÇÃO;;Não;;;;;
RN;240730;MARCELINO VIEIRA;;Não;;;;;
BA;292080;MARCIONILIO SOUZA;SECRETARIA MUNICIPAL DE SAUDE DE MARCIONILIO SOUZA/BA;Sim;;;;;
BA;292080;MARCIONÍLIO SOUZA;;Não;;;;;
CE;230780;MARCO;SECRETARIA MUNICIPAL DE SAUDE DE MARCO/CE;Sim;;;;;
CE;230780;MARCO;;Não;;;;;
PI;220595;MARCOLÂNDIA;;Não;;;;;
PI;220600;MARCOS PARENTE;SECRETARIA MUNICIPAL DE SAUDE DE MARCOS PARENTE/PI;Sim;;;;;
PI;220600;MARCOS PARENTE;;Não;;;;;
AL;270470;MARECHAL DEODORO;SECRETARIA MUNICIPAL DE SAUDE DE MARECHAL DEODORO/AL;Sim;;;;;
AL;270470;MARECHAL DEODORO;;Não;;;;;
PB;250910;MARI;SECRETARIA MUNICIPAL DE SAUDE DE MARI/PB;Sim;;;;;
PB;250910;MARI;;Não;;;;;
AL;270480;MARIBONDO;;Não;;;;;
PB;250915;MARIZOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE MARIZOPOLIS - PARAIBA/PB;Sim;;;;;
PB;250915;MARIZÓPOLIS;;Não;;;;;
CE;230790;MARTINÓPOLE;;Não;;;;;
RN;240740;MARTINS;;Não;;;;;
BA;292090;MASCOTE;SECRETARIA MUNICIPAL DE SAUDE DE MASCOTE/BA;Sim;;;;;
BA;292090;MASCOTE;;Não;;;;;
CE;230800;MASSAPÊ;;Não;;;;;
PI;220605;MASSAPÊ DO PIAUÍ;;Não;;;;;
PB;250920;MASSARANDUBA;SECRETARIA MUNICIPAL DE SAUDE DE MASSARANDUBA/PB;Sim;;;;;
PB;250920;MASSARANDUBA;;Não;;;;;
BA;292100;MATA DE SAO JOAO;SECRETARIA MUNICIPAL DE SAUDE DE MATA DE SAO JOAO/BA;Sim;;;;;
BA;292100;MATA DE SÃO JOÃO;;Não;;;;;
AL;270500;MATA GRANDE;;Não;;;;;
MA;210640;MATA ROMA;SECRETARIA MUNICIPAL DE SAUDE DE MATA ROMA/MA;Sim;;;;;
MA;210640;MATA ROMA;;Não;;;;;
PB;250930;MATARACA;;Não;;;;;
PI;220610;MATIAS OLÍMPIO;;Não;;;;;
BA;292105;MATINA;SECRETARIA MUNICIPAL DE SAUDE DE MATINA/BA;Sim;;;;;
BA;292105;MATINA;;Não;;;;;
MA;210650;MATINHA;SECRETARIA MUNICIPAL DE SAUDE DE MATINHA/MA;Sim;;;;;
MA;210650;MATINHA;;Não;;;;;
PB;250933;MATINHAS;SECRETARIA MUNICIPAL DE SAUDE DE MATINHAS/PB;Sim;;;;;
PB;250933;MATINHAS;;Não;;;;;
PB;250937;MATO GROSSO;SECRETARIA MUNICIPAL DE SAUDE DE MATO GROSSO/PB;Sim;;;;;
PB;250937;MATO GROSSO;;Não;;;;;
MA;210660;MATÕES;;Não;;;;;
MA;210663;MATOES DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE MATOES DO NORTE/MA;Sim;;;;;
MA;210663;MATÕES DO NORTE;;Não;;;;;
AL;270510;MATRIZ DE CAMARAGIBE;SECRETARIA MUNICIPAL DE SAUDE DE MATRIZ DE CAMARAGIBE/AL;Sim;;;;;
AL;270510;MATRIZ DE CAMARAGIBE;;Não;;;;;
PB;250939;MATUREIA;SECRETARIA MUNICIPAL DE SAUDE DE MATUREIA;Sim;;;;;
PB;250939;MATURÉIA;;Não;;;;;
CE;230810;MAURITI;SECRETARIA MUNICIPAL DE SAUDE DE MAURITI/CE;Sim;;;;;
CE;230810;MAURITI;;Não;;;;;
RN;240750;MAXARANGUAPE;;Não;;;;;
BA;292110;MEDEIROS NETO;SECRETARIA MUNICIPAL DE SAUDE DE MEDEIROS NETO/BA;Sim;;;;;
BA;292110;MEDEIROS NETO;;Não;;;;;
CE;230820;MERUOCA;SECRETARIA MUNICIPAL DE SAUDE DE MERUOCA/CE;Sim;;;;;
CE;230820;MERUOCA;;Não;;;;;
AL;270520;MESSIAS;SECRETARIA MUNICIPAL DE SAUDE DE MESSIAS/AL;Sim;;;;;
AL;270520;MESSIAS;;Não;;;;;
RN;240760;MESSIAS TARGINO;;Não;;;;;
PI;220620;MIGUEL ALVES;SECRETARIA MUNICIPAL DE SAUDE DE MIGUEL ALVES/PI;Sim;;;;;
PI;220620;MIGUEL ALVES;;Não;;;;;
BA;292120;MIGUEL CALMON;SECRETARIA MUNICIPAL DE SAUDE DE MIGUEL CALMON/BA;Sim;;;;;
BA;292120;MIGUEL CALMON;;Não;;;;;
PI;220630;MIGUEL LEÃO;;Não;;;;;
BA;292130;MILAGRES;SECRETARIA MUNICIPAL DE SAUDE DE MILAGRES/BA;Sim;;;;;
CE;230830;MILAGRES;SECRETARIA MUNICIPAL DE SAUDE DE MILAGRES/CE;Sim;;;;;
CE;230830;MILAGRES;;Não;;;;;
BA;292130;MILAGRES;;Não;;;;;
MA;210667;MILAGRES DO MARANHAO;SECRETARIA MUNICIPAL DE SAUDE DE MILAGRES DO MARANHAO/MA;Sim;;;;;
MA;210667;MILAGRES DO MARANHÃO;;Não;;;;;
CE;230835;MILHA;SECRETARIA MUNICIPAL DE SAUDE DE MILHA/CE;Sim;;;;;
CE;230835;MILHÃ;;Não;;;;;
PI;220635;MILTON BRANDÃO;;Não;;;;;
AL;270530;MINADOR DO NEGRAO;SECRETARIA MUNICIPAL DE SAUDE DE MINADOR DO NEGRAO/AL;Sim;;;;;
AL;270530;MINADOR DO NEGRÃO;;Não;;;;;
MA;210670;MIRADOR;SECRETARIA MUNICIPAL DE SAUDE DE MIRADOR/MA;Sim;;;;;
MA;210670;MIRADOR;;Não;;;;;
CE;230837;MIRAIMA;SECRETARIA MUNICIPAL DE SAUDE DE MIRAIMA/CE;Sim;;;;;
CE;230837;MIRAÍMA;;Não;;;;;
MA;210675;MIRANDA DO NORTE;SECRETARIA MUNICIPAL DE SAUDE DE MIRANDA DO NORTE/MA;Sim;;;;;
MA;210675;MIRANDA DO NORTE;;Não;;;;;
PE;260930;MIRANDIBA;SECRETARIA MUNICIPAL DE SAUDE DE MIRANDIBA/PE;Sim;;;;;
PE;260930;MIRANDIBA;;Não;;;;;
BA;292140;MIRANGABA;SECRETARIA MUNICIPAL DE SAUDE DE MIRANGABA/BA;Sim;;;;;
BA;292140;MIRANGABA;;Não;;;;;
BA;292145;MIRANTE;SECRETARIA MUNICIPAL DE SAUDE DE MIRANTE/BA;Sim;;;;;
BA;292145;MIRANTE;;Não;;;;;
MA;210680;MIRINZAL;SECRETARIA MUNICIPAL DE SAUDE DE MIRINZAL/MA;Sim;;;;;
MA;210680;MIRINZAL;;Não;;;;;
CE;230840;MISSAO VELHA;SECRETARIA MUNICIPAL DE SAUDE DE MISSAO VELHA/CE;Sim;;;;;
CE;230840;MISSÃO VELHA;;Não;;;;;
PB;250940;MOGEIRO;SECRETARIA MUNICIPAL DE SAUDE DE MOGEIRO/PB;Sim;;;;;
PB;250940;MOGEIRO;;Não;;;;;
CE;230850;MOMBACA;SECRETARIA MUNICIPAL DE SAUDE DE MOMBACA/CE;Sim;;;;;
CE;230850;MOMBAÇA;;Não;;;;;
MA;210690;MONCAO;SECRETARIA MUNICIPAL DE SAUDE DE MONCAO/MA;Sim;;;;;
MA;210690;MONÇÃO;;Não;;;;;
PI;220640;MONSENHOR GIL;;Não;;;;;
PI;220650;MONSENHOR HIPÓLITO;;Não;;;;;
CE;230860;MONSENHOR TABOSA;SECRETARIA MUNICIPAL DE SAUDE DE MONSENHOR TABOSA/CE;Sim;;;;;
CE;230860;MONSENHOR TABOSA;;Não;;;;;
PB;250950;MONTADAS;SECRETARIA MUNICIPAL DE SAUDE DE MONTADAS/PB;Sim;;;;;
PB;250950;MONTADAS;;Não;;;;;
RN;240770;MONTANHAS;;Não;;;;;
RN;240780;MONTE ALEGRE;;Não;;;;;
PI;220660;MONTE ALEGRE DO PIAUÍ;;Não;;;;;
RN;240790;MONTE DAS GAMELEIRAS;;Não;;;;;
PB;250960;MONTE HOREBE;;Não;;;;;
BA;292150;MONTE SANTO;;Não;;;;;
PB;250970;MONTEIRO;SECRETARIA MUNICIPAL DE SAUDE DE MONTEIRO/PB;Sim;;;;;
PB;250970;MONTEIRO;;Não;;;;;
AL;270540;MONTEIROPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE MONTEIROPOLIS/AL;Sim;;;;;
AL;270540;MONTEIRÓPOLIS;;Não;;;;;
MA;210700;MONTES ALTOS;SECRETARIA MUNICIPAL DE SAUDE DE MONTES ALTOS/MA;Sim;;;;;
MA;210700;MONTES ALTOS;;Não;;;;;
CE;230870;MORADA NOVA;SECRETARIA MUNICIPAL DE SAUDE DE MORADA NOVA/CE;Sim;;;;;
CE;230870;MORADA NOVA;;Não;;;;;
CE;230880;MORAÚJO;;Não;;;;;
PE;261430;MOREILANDIA;SECRETARIA MUNICIPAL DE SAUDE DE MOREILANDIA/PE;Sim;;;;;
PE;261430;MOREILÂNDIA;;Não;;;;;
PE;260940;MORENO;SECRETARIA MUNICIPAL DE SAUDE DE MORENO/PE;Sim;;;;;
PE;260940;MORENO;;Não;;;;;
BA;292160;MORPARA;SECRETARIA MUNICIPAL DE SAUDE DE MORPARA/BA;Sim;;;;;
BA;292160;MORPARÁ;;Não;;;;;
CE;230890;MORRINHOS;SECRETARIA MUNICIPAL DE SAUDE DE MORRINHOS/CE;Sim;;;;;
CE;230890;MORRINHOS;;Não;;;;;
PI;220665;MORRO CABEÇA NO TEMPO;;Não;;;;;
BA;292170;MORRO DO CHAPEU;SECRETARIA MUNICIPAL DE SAUDE DE MORRO DO CHAPEU/BA;Sim;;;;;
BA;292170;MORRO DO CHAPÉU;;Não;;;;;
PI;220667;MORRO DO CHAPÉU DO PIAUÍ;;Não;;;;;
MA;210710;MORROS;;Não;;;;;
BA;292180;MORTUGABA;SECRETARIA MUNICIPAL DE SAUDE DE MORTUGABA/BA;Sim;;;;;
BA;292180;MORTUGABA;;Não;;;;;
RN;240800;MOSSORÓ;;Não;;;;;
CE;230900;MUCAMBO;;Não;;;;;
BA;292190;MUCUGÊ;;Não;;;;;
BA;292200;MUCURI;SECRETARIA MUNICIPAL DE SAUDE DE MUCURI/BA;Sim;;;;;
BA;292200;MUCURI;;Não;;;;;
CE;230910;MULUNGU;;Não;;;;;
PB;250980;MULUNGU;;Não;;;;;
BA;292205;MULUNGU DO MORRO;SECRETARIA MUNICIPAL DE SAUDE DE MULUNGU DO MORRO/BA;Sim;;;;;
BA;292205;MULUNGU DO MORRO;;Não;;;;;
BA;292210;MUNDO NOVO;SECRETARIA MUNICIPAL DE SAUDE DE MUNDO NOVO/BA;Sim;;;;;
BA;292210;MUNDO NOVO;;Não;;;;;
BA;292220;MUNIZ FERREIRA;;Não;;;;;
BA;292225;MUQUEM DE SAO FRANCISCO;SECRETARIA MUNICIPAL DE SAUDE DE MUQUEM DE SAO FRANCISCO/BA;Sim;;;;;
BA;292225;MUQUÉM DE SÃO FRANCISCO;;Não;;;;;
AL;270550;MURICI;SECRETARIA MUNICIPAL DE SAUDE DE MURICI/AL;Sim;;;;;
AL;270550;MURICI;;Não;;;;;
PI;220669;MURICI DOS PORTELAS;;Não;;;;;
BA;292230;MURITIBA;SECRETARIA MUNICIPAL DE SAUDE DE MURITIBA/BA;Sim;;;;;
BA;292230;MURITIBA;;Não;;;;;
BA;292240;MUTUIPE;SECRETARIA MUNICIPAL DE SAUDE DE MUTUIPE/BA;Sim;;;;;
BA;292240;MUTUÍPE;;Não;;;;;
RN;240810;NATAL;SECRETARIA MUNICIPAL DE SAUDE DE NATAL/RN;Sim;;;;;
RN;240810;NATAL;;Não;;;;;
PB;250990;NATUBA;SECRETARIA MUNICIPAL DE SAUDE DE NATUBA/PB;Sim;;;;;
PB;250990;NATUBA;;Não;;;;;
BA;292250;NAZARE;SECRETARIA MUNICIPAL DE SAUDE DE NAZARE/BA;Sim;;;;;
BA;292250;NAZARÉ;;Não;;;;;
PE;260950;NAZARE DA MATA;SECRETARIA MUNICIPAL DE SAUDE DE NAZARE DA MATA/PE;Sim;;;;;
PE;260950;NAZARÉ DA MATA;;Não;;;;;
PI;220670;NAZARÉ DO PIAUÍ;;Não;;;;;
PB;251000;NAZAREZINHO;;Não;;;;;
PI;220672;NAZÁRIA;;Não;;;;;
BA;292260;NILO PECANHA;SECRETARIA MUNICIPAL DE SAUDE DE NILO PECANHA/BA;Sim;;;;;
BA;292260;NILO PEÇANHA;;Não;;;;;
MA;210720;NINA RODRIGUES;SECRETARIA MUNICIPAL DE SAUDE DE NINA RODRIGUES/MA;Sim;;;;;
MA;210720;NINA RODRIGUES;;Não;;;;;
RN;240820;NÍSIA FLORESTA;;Não;;;;;
BA;292265;NORDESTINA;;Não;;;;;
PI;220675;NOSSA SENHORA DE NAZARÉ;;Não;;;;;
PI;220680;NOSSA SENHORA DOS REMÉDIOS;;Não;;;;;
BA;292270;NOVA CANAA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA CANAA/BA;Sim;;;;;
BA;292270;NOVA CANAÃ;;Não;;;;;
MA;210725;NOVA COLINAS;;Não;;;;;
RN;240830;NOVA CRUZ;;Não;;;;;
BA;292273;NOVA FÁTIMA;;Não;;;;;
PB;251010;NOVA FLORESTA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA FLORESTA/PB;Sim;;;;;
PB;251010;NOVA FLORESTA;;Não;;;;;
BA;292275;NOVA IBIA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IBIA/BA;Sim;;;;;
BA;292275;NOVA IBIÁ;;Não;;;;;
MA;210730;NOVA IORQUE;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IORQUE/MA;Sim;;;;;
MA;210730;NOVA IORQUE;;Não;;;;;
BA;292280;NOVA ITARANA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA ITARANA/BA;Sim;;;;;
BA;292280;NOVA ITARANA;;Não;;;;;
PB;251020;NOVA OLINDA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA OLINDA/PB;Sim;;;;;
CE;230920;NOVA OLINDA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA OLINDA/CE;Sim;;;;;
CE;230920;NOVA OLINDA;;Não;;;;;
PB;251020;NOVA OLINDA;;Não;;;;;
MA;210735;NOVA OLINDA DO MARANHÃO;;Não;;;;;
PB;251030;NOVA PALMEIRA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA PALMEIRA/PB;Sim;;;;;
PB;251030;NOVA PALMEIRA;;Não;;;;;
BA;292285;NOVA REDENCAO;SECRETARIA MUNICIPAL DE SAUDE DE NOVA REDENCAO/BA;Sim;;;;;
BA;292285;NOVA REDENÇÃO;;Não;;;;;
CE;230930;NOVA RUSSAS;SECRETARIA MUNICIPAL DE SAUDE DE NOVA RUSSAS/CE;Sim;;;;;
CE;230930;NOVA RUSSAS;;Não;;;;;
PI;220795;NOVA SANTA RITA;;Não;;;;;
BA;292290;NOVA SOURE;SECRETARIA MUNICIPAL DE SAUDE DE NOVA SOURE/BA;Sim;;;;;
BA;292290;NOVA SOURE;;Não;;;;;
BA;292300;NOVA VICOSA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA VICOSA/BA;Sim;;;;;
BA;292300;NOVA VIÇOSA;;Não;;;;;
BA;292303;NOVO HORIZONTE;;Não;;;;;
AL;270560;NOVO LINO;SECRETARIA MUNICIPAL DE SAUDE DE NOVO LINO/AL;Sim;;;;;
AL;270560;NOVO LINO;;Não;;;;;
CE;230940;NOVO ORIENTE;;Não;;;;;
PI;220690;NOVO ORIENTE DO PIAUÍ;;Não;;;;;
PI;220695;NOVO SANTO ANTÔNIO;;Não;;;;;
BA;292305;NOVO TRIUNFO;SECRETARIA MUNICIPAL DE SAUDE DE NOVO TRIUNFO/BA;Sim;;;;;
BA;292305;NOVO TRIUNFO;;Não;;;;;
CE;230945;OCARA;SECRETARIA MUNICIPAL DE SAUDE DE OCARA/CE;Sim;;;;;
CE;230945;OCARA;;Não;;;;;
PI;220700;OEIRAS;;Não;;;;;
PB;251040;OLHO D'AGUA;SECRETARIA MUNICIPAL DE SAUDE DE OLHO DAGUA/PB;Sim;;;;;
PB;251040;OLHO D'ÁGUA;;Não;;;;;
MA;210740;OLHO D'ÁGUA DAS CUNHÃS;;Não;;;;;
AL;270570;OLHO D'AGUA DAS FLORES;SECRETARIA MUNICIPAL DE SAUDE DE OLHO D AGUA DAS FLORES/AL;Sim;;;;;
AL;270570;OLHO D'ÁGUA DAS FLORES;;Não;;;;;
AL;270580;OLHO D'AGUA DO CASADO;SECRETARIA MUNICIPAL DE SAUDE DE OLHO D AGUA DO CASADO/AL;Sim;;;;;
AL;270580;OLHO D'ÁGUA DO CASADO;;Não;;;;;
PI;220710;OLHO D'ÁGUA DO PIAUÍ;;Não;;;;;
AL;270590;OLHO D'ÁGUA GRANDE;;Não;;;;;
RN;240840;OLHO-D'ÁGUA DO BORGES;;Não;;;;;
PE;260960;OLINDA;SECRETARIA MUNICIPAL DE SAUDE DE OLINDA/PE;Sim;;;;;
PE;260960;OLINDA;;Não;;;;;
MA;210745;OLINDA NOVA DO MARANHAO;SECRETARIA MUNICIPAL DE SAUDE DE OLINDA NOVA DO MARANHAO/MA;Sim;;;;;
MA;210745;OLINDA NOVA DO MARANHÃO;;Não;;;;;
BA;292310;OLINDINA;SECRETARIA MUNICIPAL DE SAUDE DE OLINDINA/BA;Sim;;;;;
BA;292310;OLINDINA;;Não;;;;;
PB;251050;OLIVEDOS;SECRETARIA MUNICIPAL DE SAUDE DE OLIVEDOS/PB;Sim;;;;;
PB;251050;OLIVEDOS;;Não;;;;;
BA;292320;OLIVEIRA DOS BREJINHOS;SECRETARIA MUNICIPAL DE SAUDE DE OLIVEIRA DOS BREJINHOS/BA;Sim;;;;;
BA;292320;OLIVEIRA DOS BREJINHOS;;Não;;;;;
AL;270600;OLIVENÇA;;Não;;;;;
PE;260970;OROBO;SECRETARIA MUNICIPAL DE SAUDE DE OROBO/PE;Sim;;;;;
PE;260970;OROBÓ;;Não;;;;;
PE;260980;OROCO;SECRETARIA MUNICIPAL DE SAUDE DE OROCO/PE;Sim;;;;;
PE;260980;OROCÓ;;Não;;;;;
CE;230950;OROS;SECRETARIA MUNICIPAL DE SAUDE DE OROS/CE;Sim;;;;;
CE;230950;ORÓS;;Não;;;;;
BA;292330;OURICANGAS;SECRETARIA MUNICIPAL DE SAUDE DE OURICANGAS/BA;Sim;;;;;
BA;292330;OURIÇANGAS;;Não;;;;;
PE;260990;OURICURI;SECRETARIA MUNICIPAL DE SAUDE DE OURICURI/PE;Sim;;;;;
PE;260990;OURICURI;;Não;;;;;
RN;240850;OURO BRANCO;;Não;;;;;
AL;270610;OURO BRANCO;;Não;;;;;
PB;251060;OURO VELHO;;Não;;;;;
BA;292335;OUROLANDIA;SECRETARIA MUNICIPAL DE SAUDE DE OUROLANDIA/BA;Sim;;;;;
BA;292335;OUROLÂNDIA;;Não;;;;;
CE;230960;PACAJUS;SECRETARIA MUNICIPAL DE SAUDE DE PACAJUS/CE;Sim;;;;;
CE;230960;PACAJUS;;Não;;;;;
CE;230970;PACATUBA;SECRETARIA MUNICIPAL DE SAUDE DE PACATUBA/CE;Sim;;;;;
CE;230970;PACATUBA;;Não;;;;;
MA;210750;PACO DO LUMIAR;SECRETARIA MUNICIPAL DE SAUDE DE PACO DO LUMIAR/MA;Sim;;;;;
MA;210750;PAÇO DO LUMIAR;;Não;;;;;
CE;230980;PACOTI;SECRETARIA MUNICIPAL DE SAUDE DE PACOTI/CE;Sim;;;;;
CE;230980;PACOTI;;Não;;;;;
CE;230990;PACUJA;SECRETARIA MUNICIPAL DE SAUDE DE PACUJA/CE;Sim;;;;;
CE;230990;PACUJÁ;;Não;;;;;
PI;220720;PADRE MARCOS;;Não;;;;;
PI;220730;PAES LANDIM;SECRETARIA MUNICIPAL DE SAUDE DE PAES LANDIM/PI;Sim;;;;;
PI;220730;PAES LANDIM;;Não;;;;;
PI;220735;PAJEÚ DO PIAUÍ;;Não;;;;;
AL;270620;PALESTINA;SECRETARIA MUNICIPAL DE SAUDE DE PALESTINA/AL;Sim;;;;;
AL;270620;PALESTINA;;Não;;;;;
CE;231000;PALHANO;SECRETARIA MUNICIPAL DE SAUDE DE PALHANO/CE;Sim;;;;;
CE;231000;PALHANO;;Não;;;;;
CE;231010;PALMACIA;SECRETARIA MUNICIPAL DE SAUDE DE PALMACIA/CE;Sim;;;;;
CE;231010;PALMÁCIA;;Não;;;;;
PE;261000;PALMARES;;Não;;;;;
BA;292340;PALMAS DE MONTE ALTO;SECRETARIA MUNICIPAL DE SAUDE DE PALMAS DE MONTE ALTO/BA;Sim;;;;;
BA;292340;PALMAS DE MONTE ALTO;;Não;;;;;
PI;220740;PALMEIRA DO PIAUÍ;;Não;;;;;
AL;270630;PALMEIRA DOS INDIOS;SECRETARIA MUNICIPAL DE SAUDE DE PALMEIRA DOS INDIOS/AL;Sim;;;;;
AL;270630;PALMEIRA DOS ÍNDIOS;;Não;;;;;
PI;220750;PALMEIRAIS;;Não;;;;;
MA;210760;PALMEIRANDIA;SECRETARIA MUNICIPAL DE SAUDE DE PALMEIRANDIA/MA;Sim;;;;;
MA;210760;PALMEIRÂNDIA;;Não;;;;;
BA;292350;PALMEIRAS;SECRETARIA MUNICIPAL DE SAUDE DE PALMEIRAS/BA;Sim;;;;;
BA;292350;PALMEIRAS;;Não;;;;;
PE;261010;PALMEIRINA;;Não;;;;;
PE;261020;PANELAS;SECRETARIA MUNICIPAL DE SAUDE DE PANELAS/PE;Sim;;;;;
PE;261020;PANELAS;;Não;;;;;
AL;270640;PAO DE ACUCAR;SECRETARIA MUNICIPAL DE SAUDE DE PAO DE ACUCAR/AL;Sim;;;;;
AL;270640;PÃO DE AÇÚCAR;;Não;;;;;
PI;220755;PAQUETÁ;;Não;;;;;
CE;231020;PARACURU;SECRETARIA MUNICIPAL DE SAUDE DE PARACURU/CE;Sim;;;;;
CE;231020;PARACURU;;Não;;;;;
MA;210770;PARAIBANO;SECRETARIA MUNICIPAL DE SAUDE DE PARAIBANO/MA;Sim;;;;;
MA;210770;PARAIBANO;;Não;;;;;
CE;231025;PARAIPABA;;Não;;;;;
CE;231030;PARAMBU;SECRETARIA MUNICIPAL DE SAUDE DE PARAMBU/CE;Sim;;;;;
CE;231030;PARAMBU;;Não;;;;;
BA;292360;PARAMIRIM;;Não;;;;;
CE;231040;PARAMOTI;SECRETARIA MUNICIPAL DE SAUDE DE PARAMOTI/CE;Sim;;;;;
CE;231040;PARAMOTI;;Não;;;;;
RN;240860;PARANÁ;;Não;;;;;
PE;261030;PARANATAMA;SECRETARIA MUNICIPAL DE SAUDE DE PARANATAMA/PE;Sim;;;;;
PE;261030;PARANATAMA;;Não;;;;;
PB;251065;PARARI;SECRETARIA MUNICIPAL DE SAUDE DE PARARI/PB;Sim;;;;;
PB;251065;PARARI;;Não;;;;;
BA;292370;PARATINGA;SECRETARIA MUNICIPAL DE SAUDE DE PARATINGA/BA;Sim;;;;;
BA;292370;PARATINGA;;Não;;;;;
RN;240870;PARAÚ;;Não;;;;;
RN;240880;PARAZINHO;;Não;;;;;
RN;240890;PARELHAS;;Não;;;;;
AL;270642;PARICONHA;SECRETARIA MUNICIPAL DE SAUDE DE PARICONHA/AL;Sim;;;;;
AL;270642;PARICONHA;;Não;;;;;
BA;292380;PARIPIRANGA;;Não;;;;;
AL;270644;PARIPUEIRA;SECRETARIA MUNICIPAL DE SAUDE DE PARIPUEIRA/AL;Sim;;;;;
AL;270644;PARIPUEIRA;;Não;;;;;
PI;220760;PARNAGUÁ;;Não;;;;;
PI;220770;PARNAÍBA;;Não;;;;;
RN;240325;PARNAMIRIM;SECRETARIA MUNICIPAL DE SAUDE DE PARNAMIRIM/RN;Sim;;;;;
PE;261040;PARNAMIRIM;SECRETARIA MUNICIPAL DE SAUDE DE PARNAMIRIM/PE;Sim;;;;;
RN;240325;PARNAMIRIM;;Não;;;;;
PE;261040;PARNAMIRIM;;Não;;;;;
MA;210780;PARNARAMA;;Não;;;;;
RN;240910;PASSA E FICA;;Não;;;;;
PB;251070;PASSAGEM;SECRETARIA MUNICIPAL DE SAUDE DE PASSAGEM;Sim;;;;;
RN;240920;PASSAGEM;;Não;;;;;
PB;251070;PASSAGEM;;Não;;;;;
